experiment_dir,experiment_name,dataset,mode,scheduler,scheduler_ablation,seed,partition_seed,arch_seed,split_protocol,rounds,participation_rate,noise_multiplier,dp_enabled,summary_mode,transfer_package_mode,accounting_releases_per_round,profile_csv,final_accuracy,final_macro_f1,uplink_mb,downlink_mb,time_s,energy_j,epsilon_max,epsilon_mean,num_selected_clients
outputs/palmfl_v8_cifar10_count_only_transfer_mobile_sigma05_seed42_indsplit_trace_20260419_210624,palmfl_v8_cifar10_count_only_transfer_mobile_sigma05_seed42_indsplit_trace_20260419_210624,cifar10,Count-only-transfer,mobile,,42,42,42,independent,20,0.4,0.5,true,histogram_only,counts_only,1,data/mobilebandwidth/real_mobile_profiles.csv,0.25921874999999994,0.15634226929396391,0.00019073486328125,0.00034332275390625,59.48623713723989,10.44688179397583,82.91932052578694,43.21811951998532,4
outputs/palmfl_v8_cifar10_count_only_transfer_mobile_sigma05_seed43_indsplit_trace_20260419_235356,palmfl_v8_cifar10_count_only_transfer_mobile_sigma05_seed43_indsplit_trace_20260419_235356,cifar10,Count-only-transfer,mobile,,43,43,43,independent,20,0.4,0.5,true,histogram_only,counts_only,1,data/mobilebandwidth/real_mobile_profiles.csv,0.304375,0.19871967062354087,0.00019073486328125,0.00034332275390625,38.2120137765429,20.52839153289795,79.83257905837834,54.19810706827981,4
outputs/palmfl_v8_cifar10_count_only_transfer_mobile_sigma05_seed44_indsplit_trace_20260420_023531,palmfl_v8_cifar10_count_only_transfer_mobile_sigma05_seed44_indsplit_trace_20260420_023531,cifar10,Count-only-transfer,mobile,,44,44,44,independent,20,0.4,0.5,true,histogram_only,counts_only,1,data/mobilebandwidth/real_mobile_profiles.csv,0.2984375,0.20787709122523665,0.00019073486328125,0.00034332275390625,26.62425460344305,18.320318152427674,82.91932052578694,48.65033504196147,4
outputs/palmfl_v8_cifar10_histogram_only_mobile_sigma05_seed42_indsplit_trace_20260419_193138,palmfl_v8_cifar10_histogram_only_mobile_sigma05_seed42_indsplit_trace_20260419_193138,cifar10,Histogram-only,mobile,,42,42,42,independent,20,0.4,0.5,true,histogram_only,full,1,data/mobilebandwidth/real_mobile_profiles.csv,0.24078125,0.14406804218888283,0.00019073486328125,0.0,58.98407829883271,10.358659925460815,82.91932052578694,47.584030157418454,4
outputs/palmfl_v8_cifar10_histogram_only_mobile_sigma05_seed43_indsplit_trace_20260419_220508,palmfl_v8_cifar10_histogram_only_mobile_sigma05_seed43_indsplit_trace_20260419_220508,cifar10,Histogram-only,mobile,,43,43,43,independent,20,0.4,0.5,true,histogram_only,full,1,data/mobilebandwidth/real_mobile_profiles.csv,0.28109375,0.1772256836295128,0.00019073486328125,0.0,37.889547657995166,20.35511106491089,79.83257905837834,53.68013756658202,4
outputs/palmfl_v8_cifar10_histogram_only_mobile_sigma05_seed44_indsplit_trace_20260420_010853,palmfl_v8_cifar10_histogram_only_mobile_sigma05_seed44_indsplit_trace_20260420_010853,cifar10,Histogram-only,mobile,,44,44,44,independent,20,0.4,0.5,true,histogram_only,full,1,data/mobilebandwidth/real_mobile_profiles.csv,0.28703125,0.19997765934094786,0.00019073486328125,0.0,18.61955840012123,7.190877718925476,82.91932052578694,48.270734448392375,4
outputs/palmfl_v8_cifar10_histogram_only_random_sigma05_seed42_indsplit_trace_20260419_194531,palmfl_v8_cifar10_histogram_only_random_sigma05_seed42_indsplit_trace_20260419_194531,cifar10,Histogram-only,random,,42,42,42,independent,20,0.4,0.5,true,histogram_only,full,1,data/mobilebandwidth/real_mobile_profiles.csv,0.2975,0.18479577153921128,0.00019073486328125,0.0,58.98407829883271,9.727979414463043,57.2451627253822,42.60289834029486,4
outputs/palmfl_v8_cifar10_histogram_only_random_sigma05_seed43_indsplit_trace_20260419_222444,palmfl_v8_cifar10_histogram_only_random_sigma05_seed43_indsplit_trace_20260419_222444,cifar10,Histogram-only,random,,43,43,43,independent,20,0.4,0.5,true,histogram_only,full,1,data/mobilebandwidth/real_mobile_profiles.csv,0.34921875,0.23856570869684218,0.00019073486328125,0.0,88.10470141630259,29.128606226444248,60.60266244607348,42.492672387275626,4
outputs/palmfl_v8_cifar10_histogram_only_random_sigma05_seed44_indsplit_trace_20260420_012241,palmfl_v8_cifar10_histogram_only_random_sigma05_seed44_indsplit_trace_20260420_012241,cifar10,Histogram-only,random,,44,44,44,independent,20,0.4,0.5,true,histogram_only,full,1,data/mobilebandwidth/real_mobile_profiles.csv,0.3215625,0.21622948125004768,0.00019073486328125,0.0,90.2803486953547,18.45784744977951,50.34854258770292,43.01132104590777,4
outputs/palmfl_v8_cifar10_local_only_seed42_indsplit_trace_20260419_012011,palmfl_v8_cifar10_local_only_seed42_indsplit_trace_20260419_012011,cifar10,Local-only,mobile,,42,42,42,independent,20,0.4,0.0,false,full,full,0,data/mobilebandwidth/real_mobile_profiles.csv,0.25999999999999995,0.15891329515725375,0.0,0.0,58.98398525743599,10.358624725341798,0.0,0.0,4
outputs/palmfl_v8_cifar10_mean_only_mobile_sigma05_seed42_indsplit_trace_20260419_200310,palmfl_v8_cifar10_mean_only_mobile_sigma05_seed42_indsplit_trace_20260419_200310,cifar10,Mean-only,mobile,,42,42,42,independent,20,0.4,0.5,true,mean_only,full,2,data/mobilebandwidth/real_mobile_profiles.csv,0.24906250000000002,0.15020577255636453,0.00995635986328125,0.0,58.988842018344904,10.360462171554564,140.69708517540585,71.53363187879184,4
outputs/palmfl_v8_cifar10_mean_only_mobile_sigma05_seed43_indsplit_trace_20260419_223922,palmfl_v8_cifar10_mean_only_mobile_sigma05_seed43_indsplit_trace_20260419_223922,cifar10,Mean-only,mobile,,43,43,43,independent,20,0.4,0.5,true,mean_only,full,2,data/mobilebandwidth/real_mobile_profiles.csv,0.30031250000000004,0.1950158379971981,0.00995635986328125,0.0,37.88960147791801,20.356410869598392,135.16020065340336,90.03710235952539,4
outputs/palmfl_v8_cifar10_mean_only_mobile_sigma05_seed44_indsplit_trace_20260420_013833,palmfl_v8_cifar10_mean_only_mobile_sigma05_seed44_indsplit_trace_20260420_013833,cifar10,Mean-only,mobile,,44,44,44,independent,20,0.4,0.5,true,mean_only,full,2,data/mobilebandwidth/real_mobile_profiles.csv,0.3075,0.21295019602403045,0.00995635986328125,0.0,26.399605026472678,18.166905149936674,140.69708517540585,80.51769238287504,4
outputs/palmfl_v8_cifar10_mean_only_random_sigma05_seed42_indsplit_trace_20260419_201828,palmfl_v8_cifar10_mean_only_random_sigma05_seed42_indsplit_trace_20260419_201828,cifar10,Mean-only,random,,42,42,42,independent,20,0.4,0.5,true,mean_only,full,2,data/mobilebandwidth/real_mobile_profiles.csv,0.30703125,0.19264482483267784,0.00995635986328125,0.0,58.988842018344904,9.730418013095855,95.015760009536,69.6221796312777,4
outputs/palmfl_v8_cifar10_mean_only_random_sigma05_seed43_indsplit_trace_20260419_225908,palmfl_v8_cifar10_mean_only_random_sigma05_seed43_indsplit_trace_20260419_225908,cifar10,Mean-only,random,,43,43,43,independent,20,0.4,0.5,true,mean_only,full,2,data/mobilebandwidth/real_mobile_profiles.csv,0.3515625,0.23329200148582457,0.00995635986328125,0.0,88.10946513581479,29.131000879764557,100.93555452545529,69.4662965935924,4
outputs/palmfl_v8_cifar10_mean_only_random_sigma05_seed44_indsplit_trace_20260420_015208,palmfl_v8_cifar10_mean_only_random_sigma05_seed44_indsplit_trace_20260420_015208,cifar10,Mean-only,random,,44,44,44,independent,20,0.4,0.5,true,mean_only,full,2,data/mobilebandwidth/real_mobile_profiles.csv,0.32328125,0.22295546159148216,0.00995635986328125,0.0,90.29662473702138,18.45980484724045,82.91932052578694,70.19977656073658,4
outputs/palmfl_v8_cifar10_stats_transfer_mobile_no_deficit_sigma05_seed42_indsplit_trace_20260419_213254,palmfl_v8_cifar10_stats_transfer_mobile_no_deficit_sigma05_seed42_indsplit_trace_20260419_213254,cifar10,PALM-transfer,mobile,no_deficit,42,42,42,independent,20,0.4,0.5,true,full,full,3,data/mobilebandwidth/real_mobile_profiles.csv,0.2546875,0.14869245421141386,0.01972198486328125,0.01987457275390625,59.50529201528867,10.45409077835083,194.33844377699677,97.39729779275213,4
outputs/palmfl_v8_cifar10_stats_transfer_mobile_no_deficit_sigma05_seed43_indsplit_trace_20260420_003320,palmfl_v8_cifar10_stats_transfer_mobile_no_deficit_sigma05_seed43_indsplit_trace_20260420_003320,cifar10,PALM-transfer,mobile,no_deficit,43,43,43,independent,20,0.4,0.5,true,full,full,3,data/mobilebandwidth/real_mobile_profiles.csv,0.30390624999999993,0.1964508078992367,0.01972198486328125,0.01987457275390625,38.21222905623428,20.53359075164795,186.45615234075314,122.85557094331564,4
outputs/palmfl_v8_cifar10_stats_transfer_mobile_no_deficit_sigma05_seed44_indsplit_trace_20260420_030227,palmfl_v8_cifar10_stats_transfer_mobile_no_deficit_sigma05_seed44_indsplit_trace_20260420_030227,cifar10,PALM-transfer,mobile,no_deficit,44,44,44,independent,20,0.4,0.5,true,full,full,3,data/mobilebandwidth/real_mobile_profiles.csv,0.2959375,0.1982873215340078,0.01972198486328125,0.01987457275390625,26.62436929075955,18.325244421958924,194.33844377699677,109.62383594654828,4
outputs/palmfl_v8_cifar10_stats_transfer_mobile_no_noise_seed42_indsplit_trace_20260419_205201,palmfl_v8_cifar10_stats_transfer_mobile_no_noise_seed42_indsplit_trace_20260419_205201,cifar10,PALM-transfer-no-noise,mobile,,42,42,42,independent,20,0.4,0.0,false,full,full,3,data/mobilebandwidth/real_mobile_profiles.csv,0.26109375,0.15282930564135314,0.01972198486328125,0.01987457275390625,59.50529201528867,10.45409077835083,0.0,0.0,4
outputs/palmfl_v8_cifar10_stats_transfer_mobile_no_noise_seed43_indsplit_trace_20260419_233334,palmfl_v8_cifar10_stats_transfer_mobile_no_noise_seed43_indsplit_trace_20260419_233334,cifar10,PALM-transfer-no-noise,mobile,,43,43,43,independent,20,0.4,0.0,false,full,full,3,data/mobilebandwidth/real_mobile_profiles.csv,0.29671875000000003,0.19054670855402947,0.01972198486328125,0.01987457275390625,38.21222905623428,20.53359075164795,0.0,0.0,4
outputs/palmfl_v8_cifar10_stats_transfer_mobile_no_noise_seed44_indsplit_trace_20260420_022127,palmfl_v8_cifar10_stats_transfer_mobile_no_noise_seed44_indsplit_trace_20260420_022127,cifar10,PALM-transfer-no-noise,mobile,,44,44,44,independent,20,0.4,0.0,false,full,full,3,data/mobilebandwidth/real_mobile_profiles.csv,0.28828125,0.19663123628124596,0.01972198486328125,0.01987457275390625,26.62436929075955,18.325244421958924,0.0,0.0,4
outputs/palmfl_v8_cifar10_stats_transfer_mobile_sigma05_seed42_indsplit_trace_20260419_015128,palmfl_v8_cifar10_stats_transfer_mobile_sigma05_seed42_indsplit_trace_20260419_015128,cifar10,PALM-transfer,mobile,,42,42,42,independent,20,0.4,0.5,true,full,full,0,data/mobilebandwidth/real_mobile_profiles.csv,0.2546875,0.14869245421141386,0.01972198486328125,0.01987457275390625,59.50529201528867,10.45409077835083,194.33844377699677,97.39729779275213,4
outputs/palmfl_v8_cifar10_stats_transfer_random_no_deficit_sigma05_seed42_indsplit_trace_20260419_214712,palmfl_v8_cifar10_stats_transfer_random_no_deficit_sigma05_seed42_indsplit_trace_20260419_214712,cifar10,PALM-transfer,random,no_deficit,42,42,42,independent,20,0.4,0.5,true,full,full,3,data/mobilebandwidth/real_mobile_profiles.csv,0.2946875,0.17871097922325135,0.01972198486328125,0.01987457275390625,59.50529201528867,9.820610449790955,129.58231094625697,94.07757155398048,4
outputs/palmfl_v8_cifar10_stats_transfer_random_no_deficit_sigma05_seed43_indsplit_trace_20260420_005343,palmfl_v8_cifar10_stats_transfer_random_no_deficit_sigma05_seed43_indsplit_trace_20260420_005343,cifar10,PALM-transfer,random,no_deficit,43,43,43,independent,20,0.4,0.5,true,full,full,3,data/mobilebandwidth/real_mobile_profiles.csv,0.3578125,0.23636382520198823,0.01972198486328125,0.01987457275390625,88.87375022311998,29.38617166042328,137.93356943375483,93.88665460303847,4
outputs/palmfl_v8_cifar10_stats_transfer_random_no_deficit_sigma05_seed44_indsplit_trace_20260420_031627,palmfl_v8_cifar10_stats_transfer_random_no_deficit_sigma05_seed44_indsplit_trace_20260420_031627,cifar10,PALM-transfer,random,no_deficit,44,44,44,independent,20,0.4,0.5,true,full,full,3,data/mobilebandwidth/real_mobile_profiles.csv,0.3321875,0.22468190938234328,0.01972198486328125,0.01987457275390625,91.11436575430412,18.622833592414857,112.56521769756932,94.78498043106677,4
outputs/palmfl_v8_cifar10_stats_transfer_random_sigma05_seed42_indsplit_trace_20260419_020611,palmfl_v8_cifar10_stats_transfer_random_sigma05_seed42_indsplit_trace_20260419_020611,cifar10,PALM-transfer,random,,42,42,42,independent,20,0.4,0.5,true,full,full,0,data/mobilebandwidth/real_mobile_profiles.csv,0.2946875,0.17871097922325135,0.01972198486328125,0.01987457275390625,59.50529201528867,9.820610449790955,129.58231094625697,94.07757155398048,4
outputs/palmfl_v8_cifar10_stats_upload_only_no_deficit_sigma05_seed42_indsplit_trace_20260419_211938,palmfl_v8_cifar10_stats_upload_only_no_deficit_sigma05_seed42_indsplit_trace_20260419_211938,cifar10,Stats-only,mobile,no_deficit,42,42,42,independent,20,0.4,0.5,true,full,full,3,data/mobilebandwidth/real_mobile_profiles.csv,0.25921874999999994,0.15634226929396391,0.01972198486328125,0.0,58.9936057378571,10.362264417648316,194.33844377699677,97.39729779275213,4
outputs/palmfl_v8_cifar10_stats_upload_only_no_deficit_sigma05_seed43_indsplit_trace_20260420_001337,palmfl_v8_cifar10_stats_upload_only_no_deficit_sigma05_seed43_indsplit_trace_20260420_001337,cifar10,Stats-only,mobile,no_deficit,43,43,43,independent,20,0.4,0.5,true,full,full,3,data/mobilebandwidth/real_mobile_profiles.csv,0.304375,0.19871967062354087,0.01972198486328125,0.0,37.889655297840854,20.35771067428589,186.45615234075314,122.85557094331564,4
outputs/palmfl_v8_cifar10_stats_upload_only_no_deficit_sigma05_seed44_indsplit_trace_20260420_024900,palmfl_v8_cifar10_stats_upload_only_no_deficit_sigma05_seed44_indsplit_trace_20260420_024900,cifar10,Stats-only,mobile,no_deficit,44,44,44,independent,20,0.4,0.5,true,full,full,3,data/mobilebandwidth/real_mobile_profiles.csv,0.2984375,0.20787709122523665,0.01972198486328125,0.0,26.399633698301802,18.168136717319488,194.33844377699677,109.62383594654828,4
outputs/palmfl_v8_cifar10_stats_upload_only_no_noise_seed42_indsplit_trace_20260419_203736,palmfl_v8_cifar10_stats_upload_only_no_noise_seed42_indsplit_trace_20260419_203736,cifar10,Stats-only-no-noise,mobile,,42,42,42,independent,20,0.4,0.0,false,full,full,3,data/mobilebandwidth/real_mobile_profiles.csv,0.26453125,0.16208168249577284,0.01972198486328125,0.0,58.9936057378571,10.362264417648316,0.0,0.0,4
outputs/palmfl_v8_cifar10_stats_upload_only_no_noise_seed43_indsplit_trace_20260419_231347,palmfl_v8_cifar10_stats_upload_only_no_noise_seed43_indsplit_trace_20260419_231347,cifar10,Stats-only-no-noise,mobile,,43,43,43,independent,20,0.4,0.0,false,full,full,3,data/mobilebandwidth/real_mobile_profiles.csv,0.29859375000000005,0.19537421837449073,0.01972198486328125,0.0,37.889655297840854,20.35771067428589,0.0,0.0,4
outputs/palmfl_v8_cifar10_stats_upload_only_no_noise_seed44_indsplit_trace_20260420_020755,palmfl_v8_cifar10_stats_upload_only_no_noise_seed44_indsplit_trace_20260420_020755,cifar10,Stats-only-no-noise,mobile,,44,44,44,independent,20,0.4,0.0,false,full,full,3,data/mobilebandwidth/real_mobile_profiles.csv,0.28671875,0.20040857484564184,0.01972198486328125,0.0,26.399633698301802,18.168136717319488,0.0,0.0,4
outputs/palmfl_v8_cifar10_stats_upload_only_seed42_indsplit_trace_20260419_013716,palmfl_v8_cifar10_stats_upload_only_seed42_indsplit_trace_20260419_013716,cifar10,Stats-only,mobile,,42,42,42,independent,20,0.4,0.5,true,full,full,0,data/mobilebandwidth/real_mobile_profiles.csv,0.25921874999999994,0.15634226929396391,0.01972198486328125,0.0,58.9936057378571,10.362264417648316,194.33844377699677,97.39729779275213,4
outputs/palmfl_v8_mnist_count_only_transfer_mobile_sigma05_seed42_indsplit_trace_20260419_170242,palmfl_v8_mnist_count_only_transfer_mobile_sigma05_seed42_indsplit_trace_20260419_170242,mnist,Count-only-transfer,mobile,,42,42,42,independent,15,0.4,0.5,true,histogram_only,counts_only,1,data/mobilebandwidth/real_mobile_profiles.csv,0.54375,0.4504004316404462,0.00019073486328125,0.00034332275390625,23.423782729766245,5.224758811950684,63.9088798499294,37.41385166516289,4
outputs/palmfl_v8_mnist_count_only_transfer_mobile_sigma05_seed43_indsplit_trace_20260419_184328,palmfl_v8_mnist_count_only_transfer_mobile_sigma05_seed43_indsplit_trace_20260419_184328,mnist,Count-only-transfer,mobile,,43,43,43,independent,15,0.4,0.5,true,histogram_only,counts_only,1,data/mobilebandwidth/real_mobile_profiles.csv,0.53,0.4210119364783168,0.00019073486328125,0.00034332275390625,15.795425115294888,5.834871058464049,60.60266244607348,37.07855924122159,4
outputs/palmfl_v8_mnist_count_only_transfer_mobile_sigma05_seed44_indsplit_trace_20260419_191503,palmfl_v8_mnist_count_only_transfer_mobile_sigma05_seed44_indsplit_trace_20260419_191503,mnist,Count-only-transfer,mobile,,44,44,44,independent,15,0.4,0.5,true,histogram_only,counts_only,1,data/mobilebandwidth/real_mobile_profiles.csv,0.4890625,0.36731272414326666,0.00019073486328125,0.00034332275390625,23.423782729766245,3.53898977470398,60.60266244607348,34.20581752959243,4
outputs/palmfl_v8_mnist_histogram_only_mobile_sigma05_seed42_indsplit_trace_20260419_155309,palmfl_v8_mnist_histogram_only_mobile_sigma05_seed42_indsplit_trace_20260419_155309,mnist,Histogram-only,mobile,,42,42,42,independent,15,0.4,0.5,true,histogram_only,full,1,data/mobilebandwidth/real_mobile_profiles.csv,0.46187500000000004,0.36674797385931013,0.00019073486328125,0.0,22.93562520913016,6.0100064063072205,63.9088798499294,40.77126287398189,4
outputs/palmfl_v8_mnist_histogram_only_mobile_sigma05_seed43_indsplit_trace_20260419_182523,palmfl_v8_mnist_histogram_only_mobile_sigma05_seed43_indsplit_trace_20260419_182523,mnist,Histogram-only,mobile,,43,43,43,independent,15,0.4,0.5,true,histogram_only,full,1,data/mobilebandwidth/real_mobile_profiles.csv,0.54828125,0.440903433971107,0.00019073486328125,0.0,4.832412360739772,1.7953757824897767,60.60266244607348,36.99136547458606,4
outputs/palmfl_v8_mnist_histogram_only_mobile_sigma05_seed44_indsplit_trace_20260419_185544,palmfl_v8_mnist_histogram_only_mobile_sigma05_seed44_indsplit_trace_20260419_185544,mnist,Histogram-only,mobile,,44,44,44,independent,15,0.4,0.5,true,histogram_only,full,1,data/mobilebandwidth/real_mobile_profiles.csv,0.4585937499999999,0.34965946413576604,0.00019073486328125,0.0,6.887561666554419,2.218091463088989,60.60266244607348,37.27817396069564,4
outputs/palmfl_v8_mnist_histogram_only_random_sigma05_seed42_indsplit_trace_20260419_160359,palmfl_v8_mnist_histogram_only_random_sigma05_seed42_indsplit_trace_20260419_160359,mnist,Histogram-only,random,,42,42,42,independent,15,0.4,0.5,true,histogram_only,full,1,data/mobilebandwidth/real_mobile_profiles.csv,0.58328125,0.475152975320816,0.00019073486328125,0.0,23.50215949541257,5.684746565818786,43.14456169766045,35.119275814224835,4
outputs/palmfl_v8_mnist_histogram_only_random_sigma05_seed43_indsplit_trace_20260419_182821,palmfl_v8_mnist_histogram_only_random_sigma05_seed43_indsplit_trace_20260419_182821,mnist,Histogram-only,random,,43,43,43,independent,15,0.4,0.5,true,histogram_only,full,1,data/mobilebandwidth/real_mobile_profiles.csv,0.5868749999999999,0.47539782226085664,0.00019073486328125,0.0,34.47327581153979,7.826861613750458,46.791155473128484,34.88641228932623,4
outputs/palmfl_v8_mnist_histogram_only_random_sigma05_seed44_indsplit_trace_20260419_185853,palmfl_v8_mnist_histogram_only_random_sigma05_seed44_indsplit_trace_20260419_185853,mnist,Histogram-only,random,,44,44,44,independent,15,0.4,0.5,true,histogram_only,full,1,data/mobilebandwidth/real_mobile_profiles.csv,0.52515625,0.40757418870925904,0.00019073486328125,0.0,10.329510198703792,6.664142391681671,46.791155473128484,35.31582974550825,4
outputs/palmfl_v8_mnist_local_only_seed42_indsplit_trace_20260419_000130,palmfl_v8_mnist_local_only_seed42_indsplit_trace_20260419_000130,mnist,Local-only,mobile,,42,42,42,independent,15,0.4,0.0,false,full,full,0,data/mobilebandwidth/real_mobile_profiles.csv,0.5434375,0.44478017557412386,0.0,0.0,22.935532167733435,5.115829086303711,0.0,0.0,4
outputs/palmfl_v8_mnist_local_only_seed43_indsplit_trace_20260419_002741,palmfl_v8_mnist_local_only_seed43_indsplit_trace_20260419_002741,mnist,Local-only,mobile,,43,43,43,independent,15,0.4,0.0,false,full,full,0,data/mobilebandwidth/real_mobile_profiles.csv,0.5475,0.4430261282250285,0.0,0.0,15.466346864442569,5.713236694335938,0.0,0.0,4
outputs/palmfl_v8_mnist_local_only_seed44_indsplit_trace_20260419_005220,palmfl_v8_mnist_local_only_seed44_indsplit_trace_20260419_005220,mnist,Local-only,mobile,,44,44,44,independent,15,0.4,0.0,false,full,full,0,data/mobilebandwidth/real_mobile_profiles.csv,0.47265625,0.35990459062159064,0.0,0.0,10.32950963870713,6.925676193237305,0.0,0.0,4
outputs/palmfl_v8_mnist_mean_only_mobile_sigma05_seed42_indsplit_trace_20260419_161516,palmfl_v8_mnist_mean_only_mobile_sigma05_seed42_indsplit_trace_20260419_161516,mnist,Mean-only,mobile,,42,42,42,independent,15,0.4,0.5,true,mean_only,full,2,data/mobilebandwidth/real_mobile_profiles.csv,0.53703125,0.43706709016114476,0.00751495361328125,0.0,22.939197998764303,5.116987140655517,106.78282489339611,60.72166228051396,4
outputs/palmfl_v8_mnist_mean_only_mobile_sigma05_seed43_indsplit_trace_20260419_183122,palmfl_v8_mnist_mean_only_mobile_sigma05_seed43_indsplit_trace_20260419_183122,mnist,Mean-only,mobile,,43,43,43,independent,15,0.4,0.5,true,mean_only,full,2,data/mobilebandwidth/real_mobile_profiles.csv,0.5048437499999999,0.4080394921824336,0.00751495361328125,0.0,15.466445940956916,5.714308044910431,100.93555452545529,60.24748718721523,4
outputs/palmfl_v8_mnist_mean_only_mobile_sigma05_seed44_indsplit_trace_20260419_190212,palmfl_v8_mnist_mean_only_mobile_sigma05_seed44_indsplit_trace_20260419_190212,mnist,Mean-only,mobile,,44,44,44,independent,15,0.4,0.5,true,mean_only,full,2,data/mobilebandwidth/real_mobile_profiles.csv,0.48218749999999994,0.37409585155546665,0.00751495361328125,0.0,10.329531702575636,6.927046169281006,100.93555452545529,60.45621611519947,4
outputs/palmfl_v8_mnist_mean_only_random_sigma05_seed42_indsplit_trace_20260419_162559,palmfl_v8_mnist_mean_only_random_sigma05_seed42_indsplit_trace_20260419_162559,mnist,Mean-only,random,,42,42,42,independent,15,0.4,0.5,true,mean_only,full,2,data/mobilebandwidth/real_mobile_profiles.csv,0.573125,0.46890542656183243,0.00751495361328125,0.0,23.51436652666257,5.6866426229476925,70.38820729750465,56.69559340872104,4
