dataset,mode,scheduler,scheduler_ablation,split_protocol,noise_multiplier,dp_enabled,rounds,arch_name,n_clients,seeds,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,loss_mean,loss_std,num_samples_mean,num_samples_std,unique_labels_mean,unique_labels_std
cifar10,PALM-transfer,mobile,,independent,0.5,true,20,wide_cnn,3,42,0.23229166666666667,0.04251416736904692,0.11045326292514801,0.04668648313065511,3.3308809757232667,0.5079840139417848,5470.333333333333,508.578738577748,5.333333333333333,1.5275252316519468
cifar10,PALM-transfer,mobile,no_deficit,independent,0.5,true,20,small_cnn,9,"42,43,44",0.3446180555555556,0.11496090726700438,0.23468226422038344,0.11969998813090872,2.570400349299113,0.4806459895773484,3912.4444444444443,1892.1321380331178,8.444444444444445,1.130388330520878
cifar10,PALM-transfer,mobile,no_deficit,independent,0.5,true,20,tiny_mobilenet,6,"42,43,44",0.3458333333333333,0.1504507117519444,0.2518238468716542,0.1497053512065865,2.369560102621714,0.5746731563216874,4836.833333333333,1866.405681160092,9.166666666666666,0.752772652709081
cifar10,PALM-transfer,mobile,no_deficit,independent,0.5,true,20,tiny_resnet,6,"42,43,44",0.24661458333333333,0.13224849607289177,0.15120778155202666,0.11608729242864685,2.986860287189484,0.6023428896333428,6740.666666666667,1089.4390605567007,7.0,2.0976176963403033
cifar10,PALM-transfer,mobile,no_deficit,independent,0.5,true,20,wide_cnn,9,"42,43,44",0.20989583333333334,0.08033970234844974,0.10044174310233858,0.07581885948195607,2.8841348330179852,0.5475258336308276,5035.888888888889,1005.9294762114843,7.444444444444445,2.351122663277647
cifar10,PALM-transfer,random,,independent,0.5,true,20,small_cnn,3,42,0.3109375,0.04851304592581257,0.1898462971051534,0.06390178172338472,2.712800709406535,0.6065312762783749,3009.3333333333335,2419.297487563969,8.0,1.0
cifar10,PALM-transfer,random,,independent,0.5,true,20,tiny_mobilenet,2,42,0.32109374999999996,0.1182194149796259,0.21158480644226074,0.11616881064154658,2.6342546105384828,0.8302007826537676,5945.5,1218.3449839844213,9.0,0.0
cifar10,PALM-transfer,random,,independent,0.5,true,20,tiny_resnet,2,42,0.2796875,0.030935921676911463,0.18222250044345856,0.022925251411894422,3.197081971168518,0.2692417221552807,6335.0,640.638743755012,6.5,0.7071067811865476
cifar10,PALM-transfer,random,,independent,0.5,true,20,wide_cnn,3,42,0.2708333333333333,0.07795815517528192,0.14331876238187155,0.08165987778523157,3.3352832317352297,0.7019876496965167,5470.333333333333,508.578738577748,5.333333333333333,1.5275252316519468
cifar10,PALM-transfer,random,no_deficit,independent,0.5,true,20,small_cnn,9,"42,43,44",0.36006944444444444,0.07817229471232297,0.25197186569372815,0.08810665374826919,2.5476567427317303,0.542104117001514,3912.4444444444443,1892.1321380331178,8.444444444444445,1.130388330520878
cifar10,PALM-transfer,random,no_deficit,independent,0.5,true,20,tiny_mobilenet,6,"42,43,44",0.33515625,0.06861314503704811,0.22593664874633154,0.07634590463106501,2.518367600440979,0.4647229007969909,4836.833333333333,1866.405681160092,9.166666666666666,0.752772652709081
cifar10,PALM-transfer,random,no_deficit,independent,0.5,true,20,tiny_resnet,6,"42,43,44",0.3078125,0.039688730295891296,0.18857544412215552,0.029733120015144405,3.205249842007955,0.33181487444435687,6740.666666666667,1089.4390605567007,7.0,2.0976176963403033
cifar10,PALM-transfer,random,no_deficit,independent,0.5,true,20,wide_cnn,9,"42,43,44",0.30538194444444444,0.06236367510891479,0.18252753218015036,0.06828622335781942,2.914302847120497,0.6413024440966636,5035.888888888889,1005.9294762114843,7.444444444444445,2.351122663277647
cifar10,PALM-transfer-no-noise,mobile,,independent,0.0,false,20,small_cnn,9,"42,43,44",0.33975694444444443,0.11702100440985061,0.23389661208622986,0.12333304555867163,2.5717589404847887,0.49857694633589744,3912.4444444444443,1892.1321380331178,8.444444444444445,1.130388330520878
cifar10,PALM-transfer-no-noise,mobile,,independent,0.0,false,20,tiny_mobilenet,6,"42,43,44",0.35598958333333336,0.15383577595456027,0.26263497956097126,0.15520182924654025,2.3241363724072777,0.5062354369696582,4836.833333333333,1866.405681160092,9.166666666666666,0.752772652709081
cifar10,PALM-transfer-no-noise,mobile,,independent,0.0,false,20,tiny_resnet,6,"42,43,44",0.24401041666666665,0.1247004875232718,0.14645664812996984,0.11255446888887598,2.963175654411316,0.5745918160434602,6740.666666666667,1089.4390605567007,7.0,2.0976176963403033
cifar10,PALM-transfer-no-noise,mobile,,independent,0.0,false,20,wide_cnn,9,"42,43,44",0.2003472222222222,0.07720860105750488,0.09338369220495224,0.0752034970900073,2.9362158298492433,0.5721075153525433,5035.888888888889,1005.9294762114843,7.444444444444445,2.351122663277647
cifar10,Stats-only,mobile,,independent,0.5,true,20,small_cnn,3,42,0.2734375,0.1438264063246037,0.15635111120839915,0.13172657390819278,2.6536697069803874,0.5211556961134773,3009.3333333333335,2419.297487563969,8.0,1.0
cifar10,Stats-only,mobile,,independent,0.5,true,20,tiny_mobilenet,2,42,0.3828125,0.15026019100214136,0.28609033674001694,0.165727403734036,2.3862820029258724,0.8307069831631227,5945.5,1218.3449839844213,9.0,0.0
cifar10,Stats-only,mobile,,independent,0.5,true,20,tiny_resnet,2,42,0.171875,0.04640388251536717,0.09882219135761261,0.055653164364422365,3.3705978870391844,0.1139811278933706,6335.0,640.638743755012,6.5,0.7071067811865476
cifar10,Stats-only,mobile,,independent,0.5,true,20,wide_cnn,3,42,0.22083333333333335,0.05201818842562026,0.10818143437306087,0.05425933299573992,3.3447853565216064,0.45307018930754966,5470.333333333333,508.578738577748,5.333333333333333,1.5275252316519468
cifar10,Stats-only,mobile,no_deficit,independent,0.5,true,20,small_cnn,9,"42,43,44",0.3435763888888889,0.11256629026871727,0.23822487621671623,0.1194462806628907,2.532767152786255,0.48855312659873384,3912.4444444444443,1892.1321380331178,8.444444444444445,1.130388330520878
cifar10,Stats-only,mobile,no_deficit,independent,0.5,true,20,tiny_mobilenet,6,"42,43,44",0.3658854166666667,0.1585807927793958,0.27285473980009556,0.15870848590040737,2.2690003911654153,0.4471378188414142,4836.833333333333,1866.405681160092,9.166666666666666,0.752772652709081
cifar10,Stats-only,mobile,no_deficit,independent,0.5,true,20,tiny_resnet,6,"42,43,44",0.25026041666666665,0.1367644268936249,0.16209074653064212,0.1274116286651134,2.9793853918711344,0.5676329314982027,6740.666666666667,1089.4390605567007,7.0,2.0976176963403033
cifar10,Stats-only,mobile,no_deficit,independent,0.5,true,20,wide_cnn,9,"42,43,44",0.20347222222222222,0.08161268876762942,0.09729927861028248,0.07746878585803998,2.87801374329461,0.5454651995017618,5035.888888888889,1005.9294762114843,7.444444444444445,2.351122663277647
cifar10,Stats-only-no-noise,mobile,,independent,0.0,false,20,small_cnn,9,"42,43,44",0.334375,0.10708826036411508,0.23415203785730732,0.11101363649013071,2.544851401117113,0.46540567351763834,3912.4444444444443,1892.1321380331178,8.444444444444445,1.130388330520878
cifar10,Stats-only-no-noise,mobile,,independent,0.0,false,20,tiny_mobilenet,6,"42,43,44",0.3625,0.16119669661627684,0.27253039615849656,0.16266057690947072,2.282415533065796,0.4822624988632912,4836.833333333333,1866.405681160092,9.166666666666666,0.752772652709081
cifar10,Stats-only-no-noise,mobile,,independent,0.0,false,20,tiny_resnet,6,"42,43,44",0.24921875,0.13330148952421722,0.15681124897673726,0.1235766586484881,2.9378629604975384,0.5717288508548501,6740.666666666667,1089.4390605567007,7.0,2.0976176963403033
cifar10,Stats-only-no-noise,mobile,,independent,0.0,false,20,wide_cnn,9,"42,43,44",0.20208333333333334,0.08363024904116631,0.09946961618132061,0.08189992497733718,2.9437483257717556,0.5804645115298017,5035.888888888889,1005.9294762114843,7.444444444444445,2.351122663277647
mnist,Count-only-transfer,mobile,,independent,0.5,true,15,small_cnn,9,"42,43,44",0.5986111111111111,0.12497422694369273,0.4885309702820248,0.15370069577729137,1.7094665964444478,0.5608950646941616,6160.666666666667,1566.037754972721,7.666666666666667,1.6583123951777
mnist,Count-only-transfer,mobile,,independent,0.5,true,15,tiny_mobilenet,6,"42,43,44",0.5354166666666667,0.11024948034646997,0.41984403133392334,0.11171198968007295,1.890349300702413,0.1532963907917282,4940.166666666667,1102.6298411827365,9.0,1.0954451150103321
mnist,Count-only-transfer,mobile,,independent,0.5,true,15,tiny_resnet,6,"42,43,44",0.5895833333333333,0.10105723677286385,0.49353396395842236,0.11753727589354653,1.5261024355888366,0.2575171101177524,6270.666666666667,1888.8709502416164,9.5,0.5477225575051661
mnist,Count-only-transfer,mobile,,independent,0.5,true,15,wide_cnn,9,"42,43,44",0.38784722222222223,0.20743736373694094,0.2789115798142221,0.2072239076507161,2.108151208029853,0.542170242434901,6365.444444444444,2044.3377968862626,8.222222222222221,1.7873008824606014
mnist,FedMD-proxy,mobile,,independent,0.0,false,15,small_cnn,9,"42,43,44",0.5125222222222222,0.18697242963721802,0.4064192252440585,0.19339401123700095,1.6540849741617838,0.3837809697298297,5937.222222222223,2484.5854673253734,9.0,1.6583123951777
mnist,FedMD-proxy,mobile,,independent,0.0,false,15,tiny_mobilenet,6,"42,43,44",0.5282666666666667,0.14876169757927163,0.4100655068953832,0.17731084355752424,1.8515693605105081,0.588455847387395,6231.5,1603.4526185703148,7.0,2.280350850198276
mnist,FedMD-proxy,mobile,,independent,0.0,false,15,tiny_resnet,6,"42,43,44",0.39768333333333333,0.2326246884289513,0.2855983717987935,0.22747241025882192,1.9049433588663738,0.3878712924917581,4969.333333333333,2738.8743429859405,8.5,1.0488088481701516
mnist,FedMD-proxy,mobile,,independent,0.0,false,15,wide_cnn,9,"42,43,44",0.39294444444444443,0.18534954890092875,0.27511155812276733,0.1689526929060662,1.9279978491889105,0.30246914562948934,6424.888888888889,971.4242693648904,7.222222222222222,1.2018504251546631
mnist,FedProto-style,mobile,,independent,0.5,true,15,small_cnn,9,"42,43,44",0.5463541666666667,0.1306720907940942,0.43211619721518624,0.14321471870134198,1.8132133457395765,0.36843545953874374,6160.666666666667,1566.037754972721,7.666666666666667,1.6583123951777
mnist,FedProto-style,mobile,,independent,0.5,true,15,tiny_mobilenet,6,"42,43,44",0.5263020833333334,0.11061977683055442,0.4126125027736028,0.1043606970697609,1.7712738275527955,0.12602823984186096,4940.166666666667,1102.6298411827365,9.0,1.0954451150103321
mnist,FedProto-style,mobile,,independent,0.5,true,15,tiny_resnet,6,"42,43,44",0.6442708333333333,0.09049919428738948,0.5533643861611685,0.11468167996776318,1.4839430928230286,0.24450912214115167,6270.666666666667,1888.8709502416164,9.5,0.5477225575051661
mnist,FedProto-style,mobile,,independent,0.5,true,15,wide_cnn,9,"42,43,44",0.34774305555555557,0.2257786968809896,0.24344705334968036,0.22027665721239872,2.062602975633409,0.4829304148386079,6365.444444444444,2044.3377968862626,8.222222222222221,1.7873008824606014
mnist,Histogram-only,mobile,,independent,0.5,true,15,small_cnn,9,"42,43,44",0.5833333333333334,0.12576669170407362,0.4776003195179833,0.15310151954805545,1.7353930711746215,0.6183171203309141,6160.666666666667,1566.037754972721,7.666666666666667,1.6583123951777
mnist,Histogram-only,mobile,,independent,0.5,true,15,tiny_mobilenet,6,"42,43,44",0.5377604166666667,0.11973039646865649,0.43229901790618896,0.11353474644279725,1.8885407010714212,0.09954232602309243,4940.166666666667,1102.6298411827365,9.0,1.0954451150103321
mnist,Histogram-only,mobile,,independent,0.5,true,15,tiny_resnet,6,"42,43,44",0.48958333333333337,0.21057182810543928,0.3850271897390485,0.20127102939587066,1.716658560434977,0.33489106466216306,6270.666666666667,1888.8709502416164,9.5,0.5477225575051661
mnist,Histogram-only,mobile,,independent,0.5,true,15,wide_cnn,9,"42,43,44",0.3637152777777778,0.234102416721308,0.26341651090317303,0.22794512266621794,2.0890896413061353,0.6311900736856446,6365.444444444444,2044.3377968862626,8.222222222222221,1.7873008824606014
mnist,Histogram-only,random,,independent,0.5,true,15,small_cnn,9,"42,43,44",0.5916666666666667,0.10405006494772122,0.4791772663593292,0.1381751818494363,1.750931853718228,0.5428161953776757,6160.666666666667,1566.037754972721,7.666666666666667,1.6583123951777
mnist,Histogram-only,random,,independent,0.5,true,15,tiny_mobilenet,6,"42,43,44",0.5221354166666666,0.07727295792217137,0.40216287473837536,0.06930163926199687,1.8248843471209208,0.10053706268730159,4940.166666666667,1102.6298411827365,9.0,1.0954451150103321
mnist,Histogram-only,random,,independent,0.5,true,15,tiny_resnet,6,"42,43,44",0.6502604166666667,0.11942823038771723,0.564289594690005,0.13938196221786536,1.4418735057115555,0.4826274487132297,6270.666666666667,1888.8709502416164,9.5,0.5477225575051661
mnist,Histogram-only,random,,independent,0.5,true,15,wide_cnn,9,"42,43,44",0.5104166666666666,0.09256411418241413,0.38554884990056354,0.11361149761933877,2.012676597966088,0.5198697518607115,6365.444444444444,2044.3377968862626,8.222222222222221,1.7873008824606014
mnist,Local-only,mobile,,independent,0.0,false,15,small_cnn,9,"42,43,44",0.5930555555555556,0.10905676670301241,0.48018638292948407,0.13755794117853887,1.743638629383511,0.5365074889629723,6160.666666666667,1566.037754972721,7.666666666666667,1.6583123951777
mnist,Local-only,mobile,,independent,0.0,false,15,tiny_mobilenet,6,"42,43,44",0.5388020833333333,0.12210881684400052,0.4277238001426061,0.11850726683183391,1.8243774771690369,0.08169149127752239,4940.166666666667,1102.6298411827365,9.0,1.0954451150103321
mnist,Local-only,mobile,,independent,0.0,false,15,tiny_resnet,6,"42,43,44",0.6341145833333334,0.0959604851672899,0.5413829882939657,0.1282345169657342,1.5080316225687662,0.28573549302770895,6270.666666666667,1888.8709502416164,9.5,0.5477225575051661
mnist,Local-only,mobile,,independent,0.0,false,15,wide_cnn,9,"42,43,44",0.3623263888888889,0.24360152284298964,0.2600878630247381,0.2380940556253759,2.0663110309176975,0.5995209792897271,6365.444444444444,2044.3377968862626,8.222222222222221,1.7873008824606014
mnist,Mean-only,mobile,,independent,0.5,true,15,small_cnn,9,"42,43,44",0.5802083333333333,0.1170911061884612,0.46860014895598096,0.14445872054208625,1.7760737154218886,0.5014346056270569,6160.666666666667,1566.037754972721,7.666666666666667,1.6583123951777
mnist,Mean-only,mobile,,independent,0.5,true,15,tiny_mobilenet,6,"42,43,44",0.5502604166666667,0.09874909348212604,0.4385550369819005,0.10072254699971349,1.8389363924662272,0.16097646159412526,4940.166666666667,1102.6298411827365,9.0,1.0954451150103321
mnist,Mean-only,mobile,,independent,0.5,true,15,tiny_resnet,6,"42,43,44",0.5625,0.18917481168221104,0.48805028200149536,0.19630897985334475,1.6260839442412058,0.3774244419696263,6270.666666666667,1888.8709502416164,9.5,0.5477225575051661
mnist,Mean-only,mobile,,independent,0.5,true,15,wide_cnn,9,"42,43,44",0.37135416666666665,0.23748843516250953,0.268332342720694,0.23126752140085619,2.077963888645172,0.5852798806714274,6365.444444444444,2044.3377968862626,8.222222222222221,1.7873008824606014
mnist,Mean-only,random,,independent,0.5,true,15,small_cnn,9,"42,43,44",0.5888888888888889,0.1179492027587453,0.47909917102919686,0.1410056982294763,1.8015490757094488,0.6613811290358618,6160.666666666667,1566.037754972721,7.666666666666667,1.6583123951777
mnist,Mean-only,random,,independent,0.5,true,15,tiny_mobilenet,6,"42,43,44",0.5247395833333334,0.07058223723814416,0.39822645485401154,0.07309434147427295,1.820662538210551,0.1398531286536896,4940.166666666667,1102.6298411827365,9.0,1.0954451150103321
mnist,Mean-only,random,,independent,0.5,true,15,tiny_resnet,6,"42,43,44",0.6369791666666667,0.14033187041497974,0.552769218881925,0.1663452086918114,1.4054155508677164,0.4893253135835388,6270.666666666667,1888.8709502416164,9.5,0.5477225575051661
mnist,Mean-only,random,,independent,0.5,true,15,wide_cnn,9,"42,43,44",0.49322916666666666,0.11984232398108566,0.36995377474360996,0.15020466826345855,1.8971586187680562,0.4564472216396934,6365.444444444444,2044.3377968862626,8.222222222222221,1.7873008824606014
mnist,PALM-transfer,mobile,,independent,0.5,true,15,small_cnn,9,"42,43,44",0.5805555555555556,0.11035307966631598,0.4725944995880127,0.1465694687370114,1.7379485699865553,0.47237534614424775,6160.666666666667,1566.037754972721,7.666666666666667,1.6583123951777
mnist,PALM-transfer,mobile,,independent,0.5,true,15,tiny_mobilenet,6,"42,43,44",0.55234375,0.07681241100483047,0.43010543783505756,0.07870212658886365,1.7617244402567547,0.1265799558990629,4940.166666666667,1102.6298411827365,9.0,1.0954451150103321
mnist,PALM-transfer,mobile,,independent,0.5,true,15,tiny_resnet,6,"42,43,44",0.6169270833333333,0.06034096370660375,0.5144680837790171,0.06258565967477353,1.6139233072598775,0.2112530182674255,6270.666666666667,1888.8709502416164,9.5,0.5477225575051661
mnist,PALM-transfer,mobile,,independent,0.5,true,15,wide_cnn,9,"42,43,44",0.3494791666666667,0.2309806285844118,0.2497026195956601,0.22636680179183297,2.0006599267323812,0.4863736259990786,6365.444444444444,2044.3377968862626,8.222222222222221,1.7873008824606014
mnist,PALM-transfer,mobile,no_deficit,independent,0.5,true,15,small_cnn,9,"42,43,44",0.5784722222222223,0.10883173612597773,0.4710808876487944,0.1432279800871715,1.7466937634680006,0.5074269728364411,6160.666666666667,1566.037754972721,7.666666666666667,1.6583123951777
mnist,PALM-transfer,mobile,no_deficit,independent,0.5,true,15,tiny_mobilenet,6,"42,43,44",0.5265625,0.13764906692382625,0.4112949917713801,0.1430139597617657,1.83174303372701,0.22036475873277983,4940.166666666667,1102.6298411827365,9.0,1.0954451150103321
mnist,PALM-transfer,mobile,no_deficit,independent,0.5,true,15,tiny_resnet,6,"42,43,44",0.5997395833333333,0.0631251289190103,0.5105662693579992,0.07626128916767959,1.6888132055600484,0.23468562009337804,6270.666666666667,1888.8709502416164,9.5,0.5477225575051661
mnist,PALM-transfer,mobile,no_deficit,independent,0.5,true,15,wide_cnn,9,"42,43,44",0.35555555555555557,0.23718126112604315,0.255216592301925,0.23191618173880515,2.0262796348995633,0.5038562022979819,6365.444444444444,2044.3377968862626,8.222222222222221,1.7873008824606014
mnist,PALM-transfer,random,,independent,0.5,true,15,small_cnn,9,"42,43,44",0.5817708333333333,0.11314916868894795,0.4622945752408769,0.1406008701947447,1.726980804072486,0.4881747136575915,6160.666666666667,1566.037754972721,7.666666666666667,1.6583123951777
mnist,PALM-transfer,random,,independent,0.5,true,15,tiny_mobilenet,6,"42,43,44",0.5223958333333333,0.06394170522176168,0.3950757185618083,0.06511159067579941,1.7804904580116272,0.06712103873619767,4940.166666666667,1102.6298411827365,9.0,1.0954451150103321
mnist,PALM-transfer,random,,independent,0.5,true,15,tiny_resnet,6,"42,43,44",0.64921875,0.12609191061235847,0.5725987950960795,0.14595419773753163,1.5169999281565347,0.522082242894144,6270.666666666667,1888.8709502416164,9.5,0.5477225575051661
mnist,PALM-transfer,random,,independent,0.5,true,15,wide_cnn,9,"42,43,44",0.5076388888888889,0.10800889167760037,0.3787628213564555,0.13485348475760583,1.8748623927434285,0.3743297239442501,6365.444444444444,2044.3377968862626,8.222222222222221,1.7873008824606014
mnist,PALM-transfer,random,no_deficit,independent,0.5,true,15,small_cnn,9,"42,43,44",0.5755208333333334,0.09683719020216355,0.4618419607480367,0.13462297100321952,1.7537471506330702,0.41563032783243914,6160.666666666667,1566.037754972721,7.666666666666667,1.6583123951777
mnist,PALM-transfer,random,no_deficit,independent,0.5,true,15,tiny_mobilenet,6,"42,43,44",0.5119791666666667,0.0887173502149758,0.39047108590602875,0.07529906134600797,1.8003908236821493,0.0774277026158196,4940.166666666667,1102.6298411827365,9.0,1.0954451150103321
mnist,PALM-transfer,random,no_deficit,independent,0.5,true,15,tiny_resnet,6,"42,43,44",0.6583333333333333,0.11674151245022767,0.5771184861660004,0.13693527872422784,1.4296898424625397,0.43309168566471296,6270.666666666667,1888.8709502416164,9.5,0.5477225575051661
mnist,PALM-transfer,random,no_deficit,independent,0.5,true,15,wide_cnn,9,"42,43,44",0.4939236111111111,0.11106244186908376,0.36856388052304584,0.13412549587116718,1.930406427383423,0.3900476010212013,6365.444444444444,2044.3377968862626,8.222222222222221,1.7873008824606014
mnist,PALM-transfer-no-noise,mobile,,independent,0.0,false,15,small_cnn,9,"42,43,44",0.5987847222222222,0.12139774789692125,0.492010364929835,0.15036708006932356,1.7592397663328383,0.5517500941246345,6160.666666666667,1566.037754972721,7.666666666666667,1.6583123951777
mnist,PALM-transfer-no-noise,mobile,,independent,0.0,false,15,tiny_mobilenet,6,"42,43,44",0.5325520833333334,0.11611978874654254,0.41849621882041294,0.11108576671105054,1.910493544737498,0.12546909806069484,4940.166666666667,1102.6298411827365,9.0,1.0954451150103321
mnist,PALM-transfer-no-noise,mobile,,independent,0.0,false,15,tiny_resnet,6,"42,43,44",0.61953125,0.05336114793906705,0.522746408979098,0.06435933368618194,1.5071547150611877,0.2628879506397532,6270.666666666667,1888.8709502416164,9.5,0.5477225575051661
