dataset,mode,scheduler,scheduler_ablation,split_protocol,noise_multiplier,dp_enabled,rounds,arch_name,n_clients,seeds,accuracy_mean,accuracy_std,macro_f1_mean,macro_f1_std,loss_mean,loss_std,num_samples_mean,num_samples_std,unique_labels_mean,unique_labels_std
fake,Mean-only,mobile,,independent,0.5,true,2,tiny_resnet,1,7,0.12,0.0,0.02142857201397419,0.0,2.313940143585205,0.0,107.0,0.0,6.0,0.0
fake,PALM-transfer,mobile,,independent,0.5,true,1,small_cnn,1,7,0.125,0.0,0.02222222276031971,0.0,2.318887233734131,0.0,114.0,0.0,8.0,0.0
fake,PALM-transfer,mobile,,independent,0.5,true,1,tiny_mobilenet,2,"7,7",0.12109375,0.005524271728019903,0.02160062175244093,0.0008790765757269564,2.331188440322876,0.025859957547132228,70.0,50.91168824543142,8.5,2.1213203435596424
fake,PALM-transfer,mobile,,independent,0.5,true,1,tiny_resnet,1,7,0.1171875,0.0,0.02097902074456215,0.0,2.3174362182617188,0.0,107.0,0.0,6.0,0.0
fake,PALM-transfer,mobile,,independent,0.5,true,2,small_cnn,2,"7,7",0.095,0.014142135623730944,0.017336363904178143,0.0023591369181718944,2.3121320486068724,0.014911602207624528,108.0,8.48528137423857,5.5,3.5355339059327378
fake,PALM-transfer,mobile,,independent,0.5,true,2,tiny_mobilenet,1,7,0.085,0.0,0.015668202191591263,0.0,2.3458118057250976,0.0,106.0,0.0,10.0,0.0
fake,PALM-transfer,mobile,,independent,0.5,true,2,tiny_resnet,1,7,0.07,0.0,0.013084111735224724,0.0,2.3253962707519533,0.0,107.0,0.0,6.0,0.0
fake,Stats-only-no-noise,mobile,,independent,0.0,false,2,small_cnn,2,"7,7",0.1325,0.03889087296526012,0.03719834145158529,0.0257299411049212,2.3127154350280765,0.015736635196595107,108.0,8.48528137423857,5.5,3.5355339059327378
fake,Stats-only-no-noise,mobile,,independent,0.0,false,2,tiny_mobilenet,1,7,0.085,0.0,0.015668202191591263,0.0,2.351598091125488,0.0,106.0,0.0,10.0,0.0
fake,Stats-only-no-noise,mobile,,independent,0.0,false,2,tiny_resnet,1,7,0.12,0.0,0.02142857201397419,0.0,2.313940143585205,0.0,107.0,0.0,6.0,0.0
mnist,Count-only-transfer,mobile,,independent,0.5,true,15,small_cnn,9,"42,42,42,43,43,43,44,44,44",0.5986111111111111,0.12497422694369273,0.4885309702820248,0.15370069577729137,1.7094665964444478,0.5608950646941616,6160.666666666667,1566.037754972721,7.666666666666667,1.6583123951777
mnist,Count-only-transfer,mobile,,independent,0.5,true,15,tiny_mobilenet,6,"42,42,43,43,44,44",0.5354166666666667,0.11024948034646997,0.41984403133392334,0.11171198968007295,1.890349300702413,0.1532963907917282,4940.166666666667,1102.6298411827365,9.0,1.0954451150103321
mnist,Count-only-transfer,mobile,,independent,0.5,true,15,tiny_resnet,6,"42,42,43,43,44,44",0.5895833333333333,0.10105723677286385,0.49353396395842236,0.11753727589354653,1.5261024355888366,0.2575171101177524,6270.666666666667,1888.8709502416164,9.5,0.5477225575051661
mnist,Count-only-transfer,mobile,,independent,0.5,true,15,wide_cnn,9,"42,42,42,43,43,43,44,44,44",0.38784722222222223,0.20743736373694094,0.2789115798142221,0.2072239076507161,2.108151208029853,0.542170242434901,6365.444444444444,2044.3377968862626,8.222222222222221,1.7873008824606014
mnist,FedMD-proxy,mobile,,independent,0.0,false,15,small_cnn,9,"42,42,42,43,43,43,44,44,44",0.5125222222222222,0.18697242963721802,0.4064192252440585,0.19339401123700095,1.6540849741617838,0.3837809697298297,5937.222222222223,2484.5854673253734,9.0,1.6583123951777
mnist,FedMD-proxy,mobile,,independent,0.0,false,15,tiny_mobilenet,6,"42,42,43,43,44,44",0.5282666666666667,0.14876169757927163,0.4100655068953832,0.17731084355752424,1.8515693605105081,0.588455847387395,6231.5,1603.4526185703148,7.0,2.280350850198276
mnist,FedMD-proxy,mobile,,independent,0.0,false,15,tiny_resnet,6,"42,42,43,43,44,44",0.39768333333333333,0.2326246884289513,0.2855983717987935,0.22747241025882192,1.9049433588663738,0.3878712924917581,4969.333333333333,2738.8743429859405,8.5,1.0488088481701516
mnist,FedMD-proxy,mobile,,independent,0.0,false,15,wide_cnn,9,"42,42,42,43,43,43,44,44,44",0.39294444444444443,0.18534954890092875,0.27511155812276733,0.1689526929060662,1.9279978491889105,0.30246914562948934,6424.888888888889,971.4242693648904,7.222222222222222,1.2018504251546631
